probe,candidate,score,match,rank
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_05.jpg,0.28395961386,True,1
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_11.jpg,0.316845343896,True,2
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_12.jpg,0.32092169734,True,3
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_06.jpg,0.326449111692,True,4
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_10.jpg,0.327702292403,True,5
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,0.33337429355,True,6
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_14.jpg,0.33505689377,True,7
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_04.jpg,0.34956940279,True,8
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_07.jpg,0.358371704124,True,9
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_09.jpg,0.358900304574,True,10
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_08.jpg,0.366075532601,True,11
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_13.jpg,0.373617252286,True,12
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_15.jpg,0.433180331269,True,13
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_03.jpg,0.435204171872,True,14
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_04.jpg,0.628658809009,False,15
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_11.jpg,0.636133431969,False,16
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s12_14.jpg,0.638328823181,False,17
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_04.jpg,0.643259309879,False,18
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_14.jpg,0.646014165205,False,19
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_02.jpg,0.646949095702,False,20
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_06.jpg,0.649674574841,False,21
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_05.jpg,0.65515381222,False,22
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_05.jpg,0.657213326633,False,23
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_02.jpg,0.657574877111,False,24
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_01.jpg,0.658852948612,False,25
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_05.jpg,0.659504426192,False,26
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_09.jpg,0.661042113877,False,27
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_06.jpg,0.661423067776,False,28
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_13.jpg,0.662341831636,False,29
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_11.jpg,0.662427155657,False,30
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_04.jpg,0.663496474875,False,31
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_03.jpg,0.663627419116,False,32
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_10.jpg,0.66406518069,False,33
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_03.jpg,0.664807235434,False,34
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s13_04.jpg,0.666753228113,False,35
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_06.jpg,0.667019718399,False,36
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_12.jpg,0.667531933961,False,37
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_04.jpg,0.668333187717,False,38
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s11_11.jpg,0.6697208582,False,39
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_02.jpg,0.669763415351,False,40
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_08.jpg,0.670664633085,False,41
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s03_07.jpg,0.670999674312,False,42
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_03.jpg,0.673259087364,False,43
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_01.jpg,0.673284168242,False,44
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_12.jpg,0.674769206305,False,45
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s02_05.jpg,0.674923800792,False,46
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s09_13.jpg,0.676418217701,False,47
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_13.jpg,0.676838253844,False,48
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s07_15.jpg,0.680511882591,False,49
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_01.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s08_11.jpg,0.681712496714,False,50
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_12.jpg,0.244440284878,True,1
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_14.jpg,0.245417472266,True,2
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_11.jpg,0.27125731454,True,3
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_04.jpg,0.275223732913,True,4
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_10.jpg,0.28215455499,True,5
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_07.jpg,0.285527726658,True,6
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_09.jpg,0.290034650248,True,7
/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_02.jpg,/Users/dunstone/dev/px-biometric-analysis/georgia_tech_cropped/s01_08.jpg,0.303388958219,True,8
